"anio","ambito_geografico","sexo","grupo_edad","edad_inicio","edad_fin","categoria_id","categoria_sanitaria","estado_dato","poblacion_media_2022","gasto_per_capita_categoria_euros_2022","gasto_sistema_categoria_tramo_euros_2022","fuente_gasto_per_capita","fuente_poblacion","metodologia","limitaciones"
"2022","Espana","Ambos sexos","80 a 84","80","84","hospitalaria_especializada","Hospitalaria y especializada","estimado","1253415.5","2336.5266","2928638656.6","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","85 a 89","85","89","hospitalaria_especializada","Hospitalaria y especializada","estimado","1684198.12","2549.4852","4293838193.56","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","90 a 94","90","94","hospitalaria_especializada","Hospitalaria y especializada","estimado","471544.5","2698.0264","1272239509.77","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","95 y más","95","100","hospitalaria_especializada","Hospitalaria y especializada","estimado","130230","2596.5353","338146792.12","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","0 a 4","0","4","protesis_traslados","Protesis y traslados","estimado","1814550.25","46.9246","85147044.66","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","5 a 9","5","9","protesis_traslados","Protesis y traslados","estimado","2231540.5","55.8331","124593823.89","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","10 a 14","10","14","protesis_traslados","Protesis y traslados","estimado","2525851.75","51.3576","129721683.84","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","15 a 19","15","19","protesis_traslados","Protesis y traslados","estimado","2506905.5","37.0284","92826699.62","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","20 a 24","20","24","protesis_traslados","Protesis y traslados","estimado","2441039.75","40.2372","98220604.63","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","25 a 29","25","29","protesis_traslados","Protesis y traslados","estimado","2538853.5","48.4393","122980286.34","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","30 a 34","30","34","protesis_traslados","Protesis y traslados","estimado","2763287","49.747","137465238.39","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","35 a 39","35","39","protesis_traslados","Protesis y traslados","estimado","3111144.5","51.5666","160431143.97","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","40 a 44","40","44","protesis_traslados","Protesis y traslados","estimado","3784729.25","48.8489","184879860.66","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","45 a 49","45","49","protesis_traslados","Protesis y traslados","estimado","4020809.25","34.587","139067729.53","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","50 a 54","50","54","protesis_traslados","Protesis y traslados","estimado","3766269.25","35.7511","134648268.58","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","55 a 59","55","59","protesis_traslados","Protesis y traslados","estimado","3524925","29.0737","102482611.97","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","60 a 64","60","64","protesis_traslados","Protesis y traslados","estimado","3116661.75","30.5613","95249234.74","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","65 a 69","65","69","protesis_traslados","Protesis y traslados","estimado","2577186.5","21.5626","55570841.62","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","70 a 74","70","74","protesis_traslados","Protesis y traslados","estimado","2252586.75","23.1181","52075525.75","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","75 a 79","75","79","protesis_traslados","Protesis y traslados","estimado","1869662","19.1857","35870774.23","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","80 a 84","80","84","protesis_traslados","Protesis y traslados","estimado","1253415.5","20.6938","25937929.67","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","85 a 89","85","89","protesis_traslados","Protesis y traslados","estimado","1684198.12","22.5799","38029025.24","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","90 a 94","90","94","protesis_traslados","Protesis y traslados","estimado","471544.5","23.8955","11267791.6","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","95 y más","95","100","protesis_traslados","Protesis y traslados","estimado","130230","22.9966","2994847.22","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","0 a 4","0","4","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","1814550.25","240.2527","435950596.85","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","5 a 9","5","9","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","2231540.5","285.8638","637916647.18","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","10 a 14","10","14","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","2525851.75","262.9498","664172212.49","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","15 a 19","15","19","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","2506905.5","189.5844","475270175.07","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","20 a 24","20","24","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","2441039.75","206.0136","502887386.64","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","25 a 29","25","29","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","2538853.5","248.008","629655978.83","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","30 a 34","30","34","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","2763287","254.7033","703818317.75","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","35 a 39","35","39","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","3111144.5","264.0196","821403126.43","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","40 a 44","40","44","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","3784729.25","250.1052","946580466.02","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","45 a 49","45","49","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","4020809.25","177.0843","712022191.47","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","50 a 54","50","54","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","3766269.25","183.0448","689396001.61","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","55 a 59","55","59","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","3524925","148.8566","524708350.75","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","60 a 64","60","64","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","3116661.75","156.4733","487674349.01","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","65 a 69","65","69","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","2577186.5","110.3999","284521131.88","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","70 a 74","70","74","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","2252586.75","118.3643","266625853.85","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","75 a 79","75","79","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","1869662","98.2302","183657272.19","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","80 a 84","80","84","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","1253415.5","105.9517","132801503.03","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","85 a 89","85","89","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","1684198.12","115.6085","194707618.93","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","90 a 94","90","94","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","471544.5","122.3442","57690734.62","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
"2022","Espana","Ambos sexos","95 y más","95","100","salud_publica_colectivos_capital","Salud publica, colectivos y capital","estimado","130230","117.742","15333540.66","AIReF/Ministerio de Sanidad - estimacion categoria x edad 2022","INE - Estadistica Continua de Poblacion, tabla 56934","Estimacion propia: gasto anual per capita por categoria y edad x poblacion residente media trimestral INE 2022 del mismo tramo de edad.","Es una aproximacion anual de sistema, no gasto vital. El gasto por categoria procede de una estimacion AIReF/EGSP/IGTGS y la poblacion es media trimestral 2022."
