"ano","variable","valor_millones_eur","valor_pct_pib","estado_dato","fuente","metodologia"
"2049","deficit_saldo_publico","-242496.050461","-6.777778","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2049","gasto_publico_total","1814347.498857","50.711111","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2049","intereses_deuda","164181.752197","4.588889","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2049","pib","3577810.580568","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2050","deficit_saldo_publico","-258868.307821","-7","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2050","gasto_publico_total","1886040.52841","51","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2050","intereses_deuda","173811.578108","4.7","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2050","pib","3698118.683156","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2051","deficit_saldo_publico","-268857.852256","-7.035","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2051","gasto_publico_total","1951369.14516","51.06","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2051","intereses_deuda","183633.543723","4.805","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2051","pib","3821717.871446","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2052","deficit_saldo_publico","-279165.342734","-7.07","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2052","gasto_publico_total","2018519.422992","51.12","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2052","intereses_deuda","193875.78965","4.91","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2052","pib","3948590.420564","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2053","deficit_saldo_publico","-289788.214358","-7.105","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2053","gasto_publico_total","2087454.019824","51.18","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2053","intereses_deuda","204544.390571","5.015","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2053","pib","4078651.85585","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2054","deficit_saldo_publico","-300878.706019","-7.14","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2054","gasto_publico_total","2159247.184372","51.24","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2054","intereses_deuda","215756.158938","5.12","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2054","pib","4213987.479259","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2055","deficit_saldo_publico","-312443.498101","-7.175","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2055","gasto_publico_total","2233916.578755","51.3","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2055","intereses_deuda","227528.540429","5.225","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2055","pib","4354613.213947","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2056","deficit_saldo_publico","-324477.747634","-7.21","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2056","gasto_publico_total","2311397.6586","51.36","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2056","intereses_deuda","239870.512468","5.33","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2056","pib","4500384.849299","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2057","deficit_saldo_publico","-336992.517345","-7.245","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2057","gasto_publico_total","2391739.853951","51.42","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2057","intereses_deuda","252802.530265","5.435","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2057","pib","4651380.501655","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2058","deficit_saldo_publico","-349978.346811","-7.28","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2058","gasto_publico_total","2474846.881021","51.48","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2058","intereses_deuda","266329.676007","5.54","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2058","pib","4807394.873779","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2059","deficit_saldo_publico","-363411.340533","-7.315","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2059","gasto_publico_total","2560522.281758","51.54","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2059","intereses_deuda","280445.251853","5.645","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2059","pib","4968029.262239","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2060","deficit_saldo_publico","-377287.968179","-7.35","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2060","gasto_publico_total","2648715.531708","51.6","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2060","intereses_deuda","295157.254018","5.75","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2060","pib","5133169.635094","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2061","deficit_saldo_publico","-391592.397371","-7.385","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2061","gasto_publico_total","2739290.893458","51.66","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2061","intereses_deuda","310463.573","5.855","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2061","pib","5302537.54057","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2062","deficit_saldo_publico","-406311.243095","-7.42","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2062","gasto_publico_total","2832131.737582","51.72","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2062","intereses_deuda","326363.208739","5.96","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2062","pib","5475892.764079","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2063","deficit_saldo_publico","-421407.391277","-7.455","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2063","gasto_publico_total","2926958.379657","51.78","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2063","intereses_deuda","342835.12114","6.065","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2063","pib","5652681.30486","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2064","deficit_saldo_publico","-436869.525269","-7.49","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2064","gasto_publico_total","3023673.723626","51.84","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2064","intereses_deuda","359877.833233","6.17","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2064","pib","5832703.942181","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2065","deficit_saldo_publico","-452685.402455","-7.525","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2065","gasto_publico_total","3122175.732544","51.9","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2065","intereses_deuda","377488.491748","6.275","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2065","pib","6015752.856539","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2066","deficit_saldo_publico","-468810.891958","-7.56","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2066","gasto_publico_total","3222144.701868","51.96","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2066","intereses_deuda","395636.705118","6.38","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2066","pib","6201202.274573","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2067","deficit_saldo_publico","-485216.958422","-7.595","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2067","gasto_publico_total","3323368.818583","52.02","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2067","intereses_deuda","414303.090898","6.485","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2067","pib","6388636.713923","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2068","deficit_saldo_publico","-501900.600184","-7.63","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2068","gasto_publico_total","3425816.940707","52.08","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2068","intereses_deuda","433489.509202","6.59","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2068","pib","6577989.517487","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2069","deficit_saldo_publico","-518841.994001","-7.665","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2069","gasto_publico_total","3529343.97485","52.14","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2069","intereses_deuda","453182.928876","6.695","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2069","pib","6768975.786057","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
"2070","deficit_saldo_publico","-535993.173268","-7.7","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio saldo/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; negativo significa deficit; importe calculado con PIB corriente estimado."
"2070","gasto_publico_total","3633616.057741","52.2","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio gasto/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2070","intereses_deuda","473344.620549","6.8","estimado","AIReF Opinion sostenibilidad AAPP 2025 + Comision Europea Ageing Report 2024","Ratio intereses/PIB interpolado linealmente entre 2024 observado BDMACRO y anclas AIReF 2029, 2041, 2050 y 2070; importe calculado con PIB corriente estimado."
"2070","pib","6960950.302186","","estimado","Comision Europea Ageing Report 2024 + IGAE/SEPG BDMACRO","PIB corriente estimado desde PIB BDMACRO 2024, crecimiento de PIB potencial Ageing Report y HICP Ageing Report. HICP se usa como proxy de deflactor; no es nivel oficial de PIB nominal."
